chr1,2063736,2063777	
chr1,2063736,2063777	
chr1,71626981,71627022	
chr1,71626981,71627022	
chr1,78934410,78934451	
chr1,78934410,78934451	
chr1,149337200,149337241	
chr1,149337200,149337241	
chr1,158324269,158324309	
chr1,158324269,158324309	
chr1,181593867,181593908	
chr1,181593867,181593908	
chr1,242565935,242565982	
chr1,242565935,242565982	
chr1,246377113,246377154	
chr1,246377113,246377154	
chr2,62433622,62433674	
chr2,62433622,62433674	
chr2,167610870,167610924	
chr2,167610870,167610924	
chr2,171409985,171410026	
chr2,171409985,171410026	
chr2,176584930,176584971	
chr2,176584930,176584971	
chr3,73103785,73103829	
chr3,73103785,73103829	
chr3,89947179,89947221	
chr3,89947179,89947221	
chr3,113835379,113835420	
chr3,113835379,113835420	
chr3,124568997,124569038	
chr3,124568997,124569038	
chr3,135486093,135486134	
chr3,135486093,135486134	
chr3,196631148,196631191	
chr3,196631148,196631191	
chr4,21313848,21313895	
chr4,21313848,21313895	
chr4,27492549,27492590	
chr4,27492549,27492590	
chr4,75978495,75978538	
chr4,75978495,75978538	
chr4,113691948,113692017	
chr4,113691948,113692017	
chr4,117476879,117476920	
chr4,117476879,117476920	
chr4,128004961,128005002	
chr4,128004961,128005002	
chr4,130723363,130723406	
chr4,130723363,130723406	
chr4,142995141,142995200	
chr4,142995141,142995200	
chr4,176968591,176968637	
chr4,176968591,176968637	
chr5,37067803,37067848	
chr5,37067803,37067848	
chr5,37583959,37584004	
chr5,37583959,37584004	
chr5,58025154,58025195	
chr5,58025154,58025195	
chr5,63390944,63390989	
chr5,63390944,63390989	
chr5,102267782,102267833	
chr5,102267782,102267833	
chr5,106186448,106186489	
chr5,106186448,106186489	
chr5,112399171,112399215	
chr5,112399171,112399215	
chr5,123844130,123844186	
chr5,123844130,123844186	
chr5,164900037,164900078	
chr5,164900037,164900078	
chr5,173621764,173621805	
chr5,173621764,173621805	
chr6,4033917,4033958	
chr6,4033917,4033958	
chr6,12621413,12621477	
chr6,12621413,12621477	
chr6,30244370,30244411	
chr6,30244370,30244411	
chr6,46804913,46804954	
chr6,46804913,46804954	
chr6,55725476,55725517	
chr6,55725476,55725517	
chr6,63824286,63824336	
chr6,63824286,63824336	
chr6,68139738,68139779	
chr6,68139738,68139779	
chr6,100549007,100549085	
chr6,100549007,100549085	
chr6,148696953,148696994	
chr6,148696953,148696994	
chr6,152449650,152449691	
chr6,152449650,152449691	
chr6,163196329,163196370	
chr6,163196329,163196370	
chr7,29726680,29726721	
chr7,29726680,29726721	
chr7,37679381,37679442	
chr7,37679381,37679442	
chr7,48876236,48876291	
chr7,48876236,48876291	
chr7,53939292,53939333	
